Filename,FileURL,Maximum Intensity,Weighted pattern R-factor (R_wp),Goodness of Fit,Calcite phase present,Calcite unit-cell length a,Calcite unit-cell length b,Calcite unit-cell length c,Calcite unit-cell angle alpha,Calcite unit-cell angle beta,Calcite unit-cell angle gamma,Calcite weight percentage,Vaterite phase present,Vaterite unit-cell length a,Vaterite unit-cell length b,Vaterite unit-cell length c,Vaterite unit-cell angle alpha,Vaterite unit-cell angle beta,Vaterite unit-cell angle gamma,Vaterite weight percentage,Additive - label,Additive - concentration,Additive - ChEBI URL,Additive - ChEBI molecule class URLs,Additive - ChEBI molecule class names,Additive - name,Additive - IUPAC name,Additive - formula,Additive - mass,Additive - canonical SMILES,Additive - standard InChI,Additive - standard InChIKey,Additive – pKa (COOH group),Additive – pKb (NH2 group),Additive – pKc (other group),Additive – pI
578547-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/6ba7f-76278/files/578547-mythen_summed.xye/content,932258.45,5.71764,7.03573,TRUE,4.99583,4.99583,17.06534,90,90,120,42.86617,TRUE,4.12697,4.12697,8.47271,90,90,120,57.13383,Pro,2,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578709-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/0a8jk-qah68/files/578709-mythen_summed.xye/content,1051401.6,5.68688,6.83769,TRUE,4.99598,4.99598,17.05704,90,90,120,49.31874,TRUE,4.12754,4.12754,8.47164,90,90,120,50.68126,Pro,0,,,,,,,,,,,1.95,10.47,,6.3
578710-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/bsqfp-4dw69/files/578710-mythen_summed.xye/content,1308759.8928399999,5.55188,6.69488,TRUE,4.99759,4.99759,17.05618,90,90,120,68.12923,TRUE,4.12778,4.12778,8.47259,90,90,120,31.87077,Pro,0.25,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578711-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/j07sm-6h506/files/578711-mythen_summed.xye/content,1459426.2337520001,5.50039,6.4471,TRUE,4.9974,4.9974,17.05728,90,90,120,91.75788,TRUE,4.1278,4.1278,8.47291,90,90,120,8.24212,Pro,0.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578712-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/q2nyn-7wf34/files/578712-mythen_summed.xye/content,1236573.7248840001,5.90397,7.22375,TRUE,4.99629,4.99629,17.05923,90,90,120,54.97669,TRUE,4.12747,4.12747,8.47264,90,90,120,45.02331,Pro,0.75,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578713-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/p4mwt-acd92/files/578713-mythen_summed.xye/content,1801635.9268739999,6.16665,7.55754,TRUE,4.99659,4.99659,17.0609,90,90,120,80.49987,TRUE,4.12763,4.12763,8.47233,90,90,120,19.50013,Pro,1,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578714-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/h0q5z-a3182/files/578714-mythen_summed.xye/content,315977.92,5.69294,6.97862,TRUE,4.99672,4.99672,17.06009,90,90,120,18.68652,TRUE,4.12721,4.12721,8.4717,90,90,120,81.31348,Pro,1.25,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578715-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/4ha3w-51g81/files/578715-mythen_summed.xye/content,388553.46,6.24379,7.64663,TRUE,4.99715,4.99715,17.06102,90,90,120,19.81508,TRUE,4.12823,4.12823,8.47099,90,90,120,80.18492,Pro,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578716-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/k93w7-q9t05/files/578716-mythen_summed.xye/content,512120.84,5.95042,7.2416,TRUE,4.99708,4.99708,17.06382,90,90,120,25.9896,TRUE,4.12741,4.12741,8.47283,90,90,120,74.0104,Pro,1.75,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578717-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/56k5d-m6w84/files/578717-mythen_summed.xye/content,335156.04641300003,6.2201,7.67725,TRUE,4.99683,4.99683,17.06404,90,90,120,16.44523,TRUE,4.12754,4.12754,8.4716,90,90,120,83.55477,Pro,2,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578893-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/xd6xv-d8m37/files/578893-mythen_summed.xye/content,175686.23,5.70059,5.87388,TRUE,4.99943,4.99943,17.0565,90,90,120,40.22542,TRUE,4.12724,4.12724,8.47615,90,90,120,59.77458,Pro,0,,,,,,,,,,,1.95,10.47,,6.3
578894-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/b62ym-k6a33/files/578894-mythen_summed.xye/content,517744.68,4.90916,5.80248,TRUE,4.99752,4.99752,17.05497,90,90,120,33.40204,TRUE,4.12733,4.12733,8.47311,90,90,120,66.59796,Pro,0.25,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578895-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/gk3ad-8ps70/files/578895-mythen_summed.xye/content,182950.20855100002,5.7798,6.14213,TRUE,4.99868,4.99868,17.06037,90,90,120,28.14669,TRUE,4.12819,4.12819,8.47462,90,90,120,71.85331,Pro,0.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578896-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/wmrre-kgy44/files/578896-mythen_summed.xye/content,215447.97,5.00346,5.31428,TRUE,4.99764,4.99764,17.06198,90,90,120,35.46258,TRUE,4.12787,4.12787,8.47529,90,90,120,64.53742,Pro,0.75,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578897-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/tpeet-m2c38/files/578897-mythen_summed.xye/content,260124.37,5.44062,5.99536,TRUE,4.99791,4.99791,17.06218,90,90,120,30.25729,TRUE,4.12807,4.12807,8.47426,90,90,120,69.74271,Pro,1,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578898-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/ne7n3-8k670/files/578898-mythen_summed.xye/content,222471.48,6.27139,6.54211,TRUE,4.99765,4.99765,17.06679,90,90,120,43.92146,TRUE,4.12859,4.12859,8.47437,90,90,120,56.07854,Pro,1.25,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578899-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/44yck-s6c42/files/578899-mythen_summed.xye/content,498796.51,4.68091,5.28855,TRUE,4.99722,4.99722,17.06405,90,90,120,50.49482,TRUE,4.12761,4.12761,8.47435,90,90,120,49.50518,Pro,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578900-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/k3x9t-s2997/files/578900-mythen_summed.xye/content,282088.59430099995,4.82286,5.36759,TRUE,4.99752,4.99752,17.06657,90,90,120,33.05087,TRUE,4.12794,4.12794,8.47413,90,90,120,66.94913,Pro,1.75,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578901-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/vk8ch-b5y28/files/578901-mythen_summed.xye/content,414630.20164600003,5.5245,6.14792,TRUE,4.99737,4.99737,17.06748,90,90,120,45.45624,TRUE,4.12896,4.12896,8.47288,90,90,120,54.54376,Pro,2,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
579103-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/6h63c-9pk78/files/579103-mythen_summed.xye/content,372910.32,5.88288,7.13873,TRUE,4.9968,4.9968,17.05984,90,90,120,18.37052,TRUE,4.12741,4.12741,8.47293,90,90,120,81.62948,Pro,0.25,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
579104-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/cjk9s-nh121/files/579104-mythen_summed.xye/content,223839.54,5.60479,6.57972,TRUE,4.99716,4.99716,17.05938,90,90,120,16.50694,TRUE,4.128,4.128,8.4723,90,90,120,83.49306,Pro,0.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
579105-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/jsyn4-gfn57/files/579105-mythen_summed.xye/content,650722.9618429999,6.29258,7.72696,TRUE,4.99625,4.99625,17.06043,90,90,120,27.3243,TRUE,4.12695,4.12695,8.47402,90,90,120,72.6757,Pro,0.75,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
579106-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/wj1zj-h9h65/files/579106-mythen_summed.xye/content,417107.85,6.30917,7.66806,TRUE,4.99685,4.99685,17.06368,90,90,120,20.68612,TRUE,4.12744,4.12744,8.47319,90,90,120,79.31388,Pro,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17203,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:26271]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, proline]",,L-proline,C5H9NO2,115.132,O=C(O)[C@@H]1CCCN1,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1.95,10.47,,6.3
578452-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/fc136-qt928/files/578452-mythen_summed.xye/content,635301.93,5.42529,5.82194,TRUE,4.99621,4.99621,17.05558,90,90,120,100,FALSE,,,,90,90,120,0,Ser,0,,,,,,,,,,,2.13,9.05,,5.68
578453-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/xexh5-ayb27/files/578453-mythen_summed.xye/content,493953.79,3.7289,4.16947,TRUE,4.99505,4.99505,17.07204,90,90,120,53.48529,TRUE,4.1287,4.1287,8.4716,90,90,120,46.51471,Ser,0.25,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578454-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/pt1a5-tye39/files/578454-mythen_summed.xye/content,471034.84,3.8245,4.0525,TRUE,4.99698,4.99698,17.07536,90,90,120,95.08189,TRUE,4.1272,4.1272,8.47664,90,90,120,4.91811,Ser,0.5,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578455-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/tdm6v-mhh96/files/578455-mythen_summed.xye/content,228569.52417299998,6.27553,7.62824,TRUE,4.99512,4.99512,17.07825,90,90,120,13.33901,TRUE,4.12812,4.12812,8.47145,90,90,120,86.66099,Ser,0.75,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578456-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/vxa59-pw373/files/578456-mythen_summed.xye/content,132930.2,6.54644,7.97898,TRUE,4.994,4.994,17.07085,90,90,120,2.86173,TRUE,4.12726,4.12726,8.47344,90,90,120,97.13827,Ser,1,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578457-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/v22fe-aqr08/files/578457-mythen_summed.xye/content,337988.83676800004,4.19263,4.78979,TRUE,4.99433,4.99433,17.07561,90,90,120,32.12341,TRUE,4.12792,4.12792,8.47149,90,90,120,67.87659,Ser,1.25,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578458-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/0pff3-rce95/files/578458-mythen_summed.xye/content,148505.07915600002,2.32425,2.40461,TRUE,4.99427,4.99427,17.07785,90,90,120,62.8049,TRUE,4.1285,4.1285,8.47217,90,90,120,37.1951,Ser,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
578459-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/x39rm-55p07/files/578459-mythen_summed.xye/content,143121.95,5.45074,6.19732,TRUE,4.99307,4.99307,17.07698,90,90,120,16.74724,TRUE,4.12933,4.12933,8.47043,90,90,120,83.25276,Ser,1.75,https://www.ebi.ac.uk/chebi/CHEBI:17115,"[https://www.ebi.ac.uk/chebi/CHEBI:17822, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26650, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[serine, proteinogenic amino acid, serine family amino acid, L-Î±-amino acid]",,L-serine,C3H7NO3,105.093,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,2.13,9.05,,5.68
